POSTI;NAME_FI;POSTI_1;BIN;DIS45;BARREN;FOREST;TEMPSUM;AKATP;AKATOSA;ALK_SLQ;TEOL_SLQ;TEOLLAG;NUORET;HERFIND;TYOTIH;TEOLP;PALVP;MAAS;DIS5000;ELEV;VAKILAG;VM0394;MOKKITIH;LSAREA;RETKITIH;LOG;DIS456;DIS20;DIS10;DIS6;TYOP;P;WATER;PALV_LAG;TEOLSLQ;ALK_LAG;PALV_SLQ;AKAT_LAG;TYOVOSA;TYOTMOSA;TYOTOMP;OPISKP;ELAKELP;TAVARAL;TAVELAT;TOIMIOSA;TYOPOSA;TYOTTOMAST;ASK_MTULOT;TAKVELAT;TAVARALL;ALINTL_P;YRITTAJ_P
52890;K??v?nkyl?;52890;0.000;66.480;1.136;73.345;3.541;2.000;0.000;8.010;0.000;1.570;3.000;0.568;0.250;0.114;0.286;0.600;238.956;96.357;1.042;-18.240;0.202;0.000;0.000;0.000;66.480;153.630;140.770;30.780;20.000;0.108;25.690;0.851;0.000;1.117;0.078;7.350;0.020;0.010;8.000;3.000;80.000;107.000;27.000;0.078;0.010;8;10223;27;107;27;8
52960;Nurmaa;52960;0.000;61.560;0.602;68.358;3.554;4.000;0.000;5.340;0.491;1.751;5.000;0.331;0.390;0.278;0.111;0.611;225.804;93.396;1.616;-8.670;0.272;0.000;0.000;0.000;61.560;149.180;136.320;16.810;22.000;0.063;22.348;1.161;0.491;2.023;0.284;6.878;0.023;0.020;13.000;6.000;60.000;84.000;42.000;0.078;0.011;13;12241;42;84;30;17
52970;Pankalahti-Ahvenainen;52970;0.000;71.740;1.086;73.869;3.563;5.000;0.000;9.752;0.000;1.776;3.000;0.836;0.370;0.250;0.031;0.719;228.380;91.263;1.451;-14.290;0.354;0.032;0.000;0.000;71.740;159.360;146.500;26.990;23.000;0.094;21.905;1.180;0.000;2.262;0.000;6.733;0.017;0.020;18.000;9.000;66.000;78.000;78.000;0.039;0.012;18;12134;78;78;24;9
57100;Heikinpohja-Piispanm?ki;57100;1.000;102.870;0.592;22.264;3.666;11.000;1.000;0.309;0.592;5.277;15.000;0.118;360.140;0.380;0.549;0.071;142.188;78.877;6.045;8.870;0.368;0.384;0.000;1.000;102.870;3.250;84.730;59.790;2521.000;0.512;69.160;6.156;0.592;4.171;1.295;9.631;0.587;0.749;20.000;17.000;66.000;44.000;23.000;4.241;1.280;20;12743;23;44;44;6
57130;Savonlinna Keskus;57130;0.000;104.450;1.647;19.683;3.665;16.000;1.000;0.322;0.036;5.283;15.000;0.166;553.670;0.439;0.556;0.005;140.617;77.372;6.128;4.270;3.000;0.361;0.000;0.000;104.450;1.670;83.140;61.370;1661.000;0.577;68.225;6.405;0.036;4.187;1.464;9.688;0.337;0.314;14.000;16.000;69.000;57.000;32.000;1.734;0.843;14;15174;32;57;38;9
57170;Sortteerinlahti-Talvisalo;57170;1.000;101.690;0.000;33.387;3.666;10.000;0.000;0.000;0.405;5.277;15.000;0.400;173.670;0.476;0.491;0.034;143.780;80.507;6.045;-7.950;0.300;0.000;0.000;1.000;101.690;5.090;86.570;58.610;521.000;0.449;67.566;6.156;0.405;4.171;1.341;9.631;0.369;0.438;18.000;20.000;56.000;32.000;22.000;0.421;0.264;18;13463;22;32;39;4
57200;Miekonniemi-Ven?j?nniemi;57200;1.000;107.010;0.193;16.308;3.660;11.000;1.000;0.054;2.737;5.283;13.000;0.303;444.750;0.595;0.376;0.030;139.524;81.831;6.128;-5.930;2.000;0.052;0.000;1.000;107.010;1.500;82.250;63.940;1779.000;0.621;30.096;6.405;2.737;4.187;0.659;9.688;0.535;0.565;16.000;22.000;42.000;43.000;34.000;1.587;0.903;16;15767;34;43;29;7
57210;Nojanmaa;57210;1.000;108.420;2.991;61.230;3.660;9.000;0.000;0.174;1.588;5.283;10.000;0.251;23.340;0.661;0.299;0.041;137.560;86.817;6.128;-4.910;1.381;0.000;0.000;1.000;108.420;2.310;80.150;65.350;677.000;0.622;12.466;6.405;1.588;4.187;0.917;9.688;0.531;0.525;15.000;16.000;39.000;36.000;41.000;1.401;0.344;15;16199;41;36;24;6
57220;Haka-alue-Viuhonm?ki;57220;1.000;108.400;0.087;42.179;3.660;4.000;0.000;0.051;1.455;5.283;9.000;0.209;138.670;0.660;0.310;0.030;139.615;91.232;6.128;-9.480;0.000;0.000;0.000;1.000;108.400;2.280;82.620;65.320;416.000;0.622;1.480;6.405;1.455;4.187;0.994;9.688;0.260;0.483;29.000;16.000;51.000;30.000;32.000;0.500;0.211;29;11723;32;30;42;4
57230;Inkerinkyl?;57230;1.000;109.080;1.342;74.169;3.640;7.000;0.000;0.576;0.805;6.666;10.000;0.118;2.900;0.616;0.287;0.097;140.559;84.422;6.000;-11.130;0.410;0.327;0.007;1.000;109.080;2.970;83.310;66.010;946.000;0.615;42.193;6.507;0.805;3.482;1.029;9.802;0.742;0.953;20.000;17.000;44.000;44.000;32.000;1.459;0.480;20;14386;32;44;30;6
57310;Rinkil?;57310;0.000;120.840;1.610;72.185;3.584;7.000;0.000;3.894;0.060;5.003;8.000;0.247;0.770;0.295;0.290;0.415;136.743;88.251;5.505;-15.080;0.497;1.272;0.000;0.000;120.840;14.720;88.010;77.760;181.000;0.362;35.408;5.782;0.060;4.111;0.845;9.805;0.140;0.134;15.000;13.000;49.000;66.000;42.000;0.294;0.092;15;14574;42;66;16;6
57510;Laitaatsilta;57510;0.000;100.380;0.874;26.836;3.666;17.000;0.000;3.327;0.089;5.277;9.000;0.222;20.330;0.537;0.463;0.000;145.106;77.349;6.045;-5.480;0.273;0.000;0.000;0.000;100.380;5.980;87.450;57.310;61.000;0.419;70.563;6.156;0.089;4.171;0.793;9.631;0.091;0.060;10.000;16.000;43.000;59.000;44.000;0.157;0.031;10;18688;44;59;12;9
57600;Poukkusilta-Pihlajaniemi;57600;1.000;102.280;0.268;68.605;3.673;14.000;0.000;0.429;0.244;5.008;12.000;0.128;7.650;0.506;0.422;0.072;146.475;93.503;5.247;-2.310;0.183;0.088;0.000;1.000;102.280;7.870;89.350;59.200;199.000;0.377;30.309;5.356;0.244;3.097;1.129;9.894;0.387;0.363;15.000;20.000;25.000;43.000;48.000;0.568;0.101;15;17740;48;43;21;9
57710;Kellarpelto-Rantakoivikko;57710;1.000;98.710;0.680;37.107;3.666;13.000;1.000;0.658;0.384;5.294;10.000;0.113;14.070;0.596;0.374;0.031;146.828;78.581;6.068;-0.800;1.250;0.000;0.000;1.000;98.710;7.930;89.410;55.630;211.000;0.369;68.802;6.159;0.384;4.231;1.124;9.617;0.597;0.555;14.000;17.000;31.000;38.000;42.000;0.823;0.107;14;17541;42;38;19;8
57810;Aholahti;57810;1.000;93.720;1.267;81.400;3.641;6.000;0.000;0.954;1.737;5.305;4.000;0.241;0.840;0.442;0.442;0.116;153.489;98.789;5.612;-6.690;0.553;0.528;0.000;1.000;93.720;12.400;93.880;50.640;56.000;0.342;23.254;5.707;1.737;3.824;0.669;9.677;0.046;0.067;23.000;16.000;51.000;36.000;62.000;0.215;0.028;23;14289;62;36;20;10
58130;Oravi;58130;1.000;121.480;0.445;74.441;3.539;10.000;0.000;2.465;0.208;0.557;8.000;0.228;0.740;0.316;0.263;0.421;137.524;78.300;1.243;-16.030;0.347;6.408;0.000;1.000;121.480;37.130;85.510;100.170;26.000;0.431;57.668;0.793;0.208;2.826;0.960;6.721;0.019;0.027;22.000;5.000;66.000;81.000;28.000;0.108;0.013;22;13355;28;81;34;16
58150;Makkola;58150;0.000;115.890;0.809;71.161;3.583;5.000;0.000;7.677;0.507;5.006;7.000;0.532;0.760;0.316;0.193;0.491;127.865;95.512;5.515;-3.110;0.457;0.000;0.000;0.000;115.890;15.630;79.840;78.670;32.000;0.310;10.002;5.795;0.507;4.025;0.195;9.843;0.044;0.045;16.000;18.000;42.000;51.000;49.000;0.127;0.016;16;14052;49;51;12;7
58160;Karvila;58160;0.000;112.170;0.334;68.750;3.518;4.000;0.000;8.455;0.000;4.915;7.000;0.637;0.730;0.269;0.231;0.500;123.673;118.711;5.373;-21.560;1.320;0.000;0.000;0.000;112.170;26.010;84.280;89.050;24.000;0.172;3.638;5.757;0.000;3.737;0.260;9.932;0.032;0.027;13.000;13.000;64.000;73.000;30.000;0.059;0.012;13;11065;30;73;21;5
58170;Simanala;58170;0.000;116.330;2.462;71.659;3.562;4.000;0.000;5.470;0.000;4.937;10.000;0.318;0.680;0.283;0.250;0.467;126.652;90.733;5.400;-10.870;0.451;0.037;0.000;0.000;116.330;24.190;71.280;87.230;41.000;0.223;21.800;5.754;0.000;3.970;0.419;9.868;0.050;0.060;18.000;15.000;43.000;69.000;48.000;0.176;0.021;18;13525;48;69;18;8
58175;Enonkoski Keskus;58175;0.000;101.950;0.460;73.046;3.511;8.000;0.000;2.612;0.151;4.822;6.000;0.119;2.180;0.315;0.303;0.383;113.975;102.349;4.929;-19.470;0.887;0.519;0.000;0.000;101.950;29.570;75.030;92.620;323.000;0.106;23.655;5.611;0.151;3.732;1.063;9.656;0.174;0.286;25.000;10.000;58.000;62.000;43.000;0.578;0.164;25;12060;43;62;35;9
58180;Ihamaniemi;58180;0.000;99.410;1.310;75.523;3.498;3.000;0.000;9.287;0.000;0.187;6.000;0.766;0.100;0.178;0.289;0.533;111.322;89.634;0.853;-17.550;0.660;0.000;0.000;0.000;99.410;48.040;72.490;92.060;23.000;0.072;36.676;0.441;0.000;1.980;0.203;5.297;0.031;0.032;16.000;12.000;66.000;85.000;65.000;0.049;0.012;16;10749;65;85;27;1
58200;Kerim?ki Keskus;58200;0.000;111.560;1.677;69.240;3.576;8.000;1.000;1.391;0.448;5.332;8.000;0.125;2.850;0.413;0.385;0.202;119.424;85.351;5.889;-6.660;0.453;0.184;0.000;0.000;111.560;20.850;62.390;83.900;1098.000;0.170;38.644;6.408;0.448;4.448;1.124;9.261;0.608;0.595;15.000;12.000;55.000;48.000;34.000;1.842;0.557;15;13768;34;48;31;9
58220;Louhi;58220;0.000;122.500;5.263;64.319;3.600;4.000;0.000;1.456;2.014;5.316;6.000;0.238;2.620;0.609;0.217;0.174;129.547;89.245;6.156;-13.010;0.824;0.059;0.000;0.000;122.500;17.560;73.330;80.600;110.000;0.281;12.847;6.412;2.014;4.334;0.298;9.685;0.091;0.112;19.000;13.000;44.000;45.000;40.000;0.137;0.056;19;13772;40;45;23;5
58260;Kumpuranta;58260;0.000;112.200;2.747;72.186;3.530;6.000;0.000;4.005;0.405;2.272;5.000;0.220;0.400;0.415;0.170;0.415;113.452;84.461;2.167;-13.010;0.418;0.061;0.000;0.000;112.200;39.700;56.080;92.970;40.000;0.160;41.210;1.413;0.405;3.092;0.624;6.414;0.040;0.047;18.000;15.000;54.000;71.000;35.000;0.108;0.020;18;12048;35;71;27;9
58300;Savonranta Keskus;58300;1.000;78.530;1.228;75.111;3.458;3.000;0.000;1.330;0.862;0.472;5.000;0.104;0.690;0.308;0.383;0.308;96.439;96.113;1.583;-17.260;0.644;1.074;0.000;1.000;78.530;52.110;51.620;78.630;257.000;0.174;33.998;1.066;0.862;3.113;0.971;5.990;0.135;0.194;22.000;8.000;60.000;55.000;27.000;0.568;0.130;22;10955;27;55;40;9
58320;Raikuu;58320;0.000;99.290;1.978;72.892;3.489;2.000;0.000;8.188;0.811;2.300;7.000;0.563;0.380;0.351;0.228;0.421;100.027;85.057;2.069;-13.530;0.636;0.000;0.000;0.000;99.290;41.500;42.010;78.900;60.000;0.044;46.042;1.389;0.811;3.168;0.052;6.071;0.039;0.052;21.000;16.000;47.000;92.000;34.000;0.196;0.030;21;11082;34;92;19;9
58350;Villala;58350;0.000;95.070;3.623;70.582;3.451;3.000;0.000;4.207;0.491;2.349;6.000;0.250;0.350;0.442;0.231;0.327;93.837;87.945;2.011;-8.810;0.646;0.000;0.000;0.000;95.070;49.550;37.780;74.680;33.000;0.058;28.983;1.359;0.491;3.422;0.662;5.939;0.045;0.082;28.000;10.000;57.000;58.000;28.000;0.127;0.017;28;11757;28;58;30;7
58360;S?imen;58360;0.000;71.010;0.679;76.288;3.426;3.000;0.000;6.458;0.251;0.206;5.000;0.395;0.300;0.213;0.170;0.617;85.974;98.963;0.665;-11.930;0.552;0.000;0.000;0.000;71.010;67.170;44.090;71.100;43.000;0.129;26.472;0.349;0.251;1.519;0.435;4.774;0.042;0.070;26.000;14.000;54.000;77.000;32.000;0.108;0.022;26;8978;32;77;31;7
58390;R÷nk÷nvaara;58390;0.000;54.770;0.524;77.622;3.409;6.000;0.000;5.340;0.675;0.505;7.000;0.316;0.210;0.222;0.278;0.500;73.936;99.788;1.201;-24.810;0.886;0.000;0.000;0.000;54.770;75.880;27.850;59.840;16.000;0.162;33.388;1.090;0.675;2.452;0.195;5.456;0.014;0.010;11.000;11.000;67.000;107.000;30.000;0.049;0.008;11;10262;30;107;27;22
58410;Haapakallio;58410;0.000;115.760;0.679;60.189;3.648;5.000;0.000;2.256;0.304;5.283;7.000;0.137;2.960;0.546;0.287;0.167;129.489;94.975;6.052;-0.840;0.558;0.712;0.000;0.000;115.760;9.640;71.840;72.680;71.000;0.508;10.943;6.401;0.304;3.867;0.989;9.771;0.104;0.070;10.000;12.000;34.000;45.000;41.000;0.382;0.036;10;18013;41;45;9;10
58420;Silvola;58420;1.000;119.710;0.416;70.865;3.643;7.000;0.000;3.204;1.756;6.699;7.000;0.228;1.820;0.455;0.197;0.349;133.693;103.253;6.288;-21.220;0.682;0.648;0.000;1.000;119.710;13.590;77.770;76.630;80.000;0.399;9.949;6.610;1.756;4.220;0.332;9.631;0.056;0.060;17.000;13.000;50.000;55.000;51.000;0.206;0.041;17;13113;51;55;14;13
58430;Kulennoinen;58430;0.000;123.340;3.120;60.858;3.653;6.000;0.000;4.022;0.491;6.647;7.000;0.192;1.710;0.357;0.276;0.367;132.747;82.523;6.129;-12.100;0.459;1.759;0.000;0.000;123.340;19.230;74.170;82.270;77.000;0.244;30.097;6.526;0.491;3.911;0.628;9.709;0.090;0.080;14.000;13.000;49.000;55.000;47.000;0.245;0.039;14;14747;47;55;26;8
58450;Punkaharju;58450;0.000;129.620;0.941;71.226;3.635;14.000;0.000;0.099;0.033;5.708;7.000;0.437;5.470;0.548;0.371;0.081;128.437;78.575;4.453;8.430;0.314;10.581;0.000;0.000;129.620;25.960;72.660;89.000;323.000;0.087;63.903;4.247;0.033;3.243;1.521;8.449;0.076;0.060;12.000;12.000;46.000;56.000;48.000;0.245;0.164;12;17670;48;56;14;7
58500;Punkasalmi;58500;1.000;124.530;1.225;67.690;3.561;8.000;0.000;0.440;2.687;2.451;9.000;0.286;19.780;0.626;0.293;0.081;122.810;87.190;2.121;-7.630;0.344;0.567;0.000;1.000;124.530;32.890;67.250;95.930;1068.000;0.275;35.072;1.438;2.687;2.164;0.660;6.953;0.329;0.251;12.000;12.000;58.000;41.000;33.000;1.048;0.542;12;15496;33;41;30;8
58520;Hiukkajoki;58520;0.000;112.860;2.154;70.861;3.508;5.000;0.000;6.625;0.479;2.344;6.000;0.395;0.420;0.373;0.157;0.471;113.316;81.255;2.149;-15.210;0.504;0.814;0.000;0.000;112.860;43.040;55.580;92.470;79.000;0.154;51.262;1.572;0.479;2.918;0.395;7.200;0.063;0.047;12.000;10.000;61.000;107.000;48.000;0.157;0.040;12;12880;48;107;26;7
58550;Putikko;58550;0.000;127.760;1.319;73.014;3.472;6.000;0.000;6.283;0.127;1.970;7.000;0.345;0.930;0.536;0.164;0.300;123.931;96.870;1.771;-14.050;0.511;0.000;0.000;0.000;127.760;38.290;70.480;101.330;85.000;0.286;17.079;1.200;0.127;1.833;0.496;6.977;0.098;0.119;19.000;13.000;56.000;56.000;45.000;0.225;0.043;19;12911;45;56;26;7
58570;Ruhvana;58570;0.000;140.230;0.743;72.760;3.500;3.000;0.000;9.968;0.000;1.968;6.000;0.876;0.290;0.200;0.233;0.567;133.916;86.361;1.466;-16.150;0.477;0.138;0.000;0.000;140.230;50.850;82.940;113.890;15.000;0.027;44.880;1.196;0.000;1.649;0.000;7.060;0.017;0.012;11.000;11.000;56.000;99.000;47.000;0.069;0.008;11;11524;47;99;16;4
58580;Vuoriniemi;58580;0.000;148.190;0.492;77.116;3.439;6.000;0.000;4.823;0.174;1.883;8.000;0.386;0.460;0.324;0.118;0.559;141.993;98.846;1.374;-14.800;0.549;0.017;0.036;0.000;148.190;59.290;90.910;111.800;31.000;0.000;16.901;1.169;0.174;1.383;0.805;7.066;0.026;0.032;19.000;12.000;59.000;103.000;49.000;0.108;0.016;19;10456;49;103;28;10
58610;Telakanava;58610;0.000;97.660;0.915;72.647;3.646;4.000;0.000;8.102;0.000;0.472;4.000;0.593;0.310;0.180;0.103;0.718;188.361;82.938;1.164;-18.520;0.315;0.000;0.000;0.000;97.660;56.370;115.850;54.580;29.000;0.057;46.319;0.804;0.000;2.707;0.215;5.773;0.022;0.020;14.000;7.000;48.000;115.000;57.000;0.118;0.015;14;10844;57;115;26;5
58620;Lohilahti;58620;0.000;110.360;1.191;77.530;3.586;2.000;0.000;4.733;0.184;0.022;6.000;0.242;0.490;0.280;0.213;0.507;179.789;96.311;0.198;-9.320;0.499;2.614;0.008;0.000;110.360;69.070;128.550;67.280;88.000;0.078;20.132;0.052;0.184;0.873;0.620;2.793;0.056;0.042;12.000;8.000;66.000;70.000;43.000;0.323;0.045;12;10700;43;70;39;13
58650;Kiviapaja;58650;0.000;119.150;0.779;80.563;3.611;2.000;0.000;8.839;0.373;0.486;4.000;0.693;0.250;0.037;0.074;0.889;176.306;95.663;1.376;-22.830;1.045;0.000;0.000;0.000;119.150;77.860;122.920;76.070;29.000;0.091;24.523;0.700;0.373;1.481;0.108;7.676;0.020;0.022;17.000;7.000;63.000;114.000;51.000;0.098;0.015;17;11546;51;114;25;8
58690;Ala-S?rkilahti-Pioj?rvi;58690;0.000;150.640;1.125;78.730;3.510;0.000;0.000;7.308;0.000;0.505;6.000;0.500;0.310;0.188;0.094;0.719;150.649;91.261;1.194;-29.110;0.571;0.433;0.000;0.000;150.640;68.720;100.820;107.560;38.000;0.000;40.152;0.855;0.000;1.605;0.328;6.468;0.020;0.015;11.000;10.000;58.000;96.000;48.000;0.108;0.019;11;13458;48;96;24;8
58700;Sulkava Keskus;58700;0.000;76.650;1.081;73.608;3.557;6.000;0.000;2.031;0.742;0.615;6.000;0.113;1.710;0.324;0.322;0.354;151.971;95.308;1.058;-12.380;0.449;0.514;0.000;0.000;76.650;40.860;94.840;33.570;794.000;0.330;20.346;0.507;0.742;2.983;0.937;5.388;0.417;0.416;15.000;12.000;59.000;57.000;37.000;1.499;0.403;15;12743;37;57;33;9
58720;Kaartilankoski;58720;0.000;90.620;0.902;73.304;3.633;4.000;0.000;7.216;0.219;0.431;7.000;0.454;0.390;0.173;0.111;0.716;168.477;90.611;1.175;-21.000;0.406;0.157;0.000;0.000;90.620;54.680;108.810;47.540;74.000;0.121;29.777;0.794;0.219;2.978;0.358;5.751;0.050;0.045;14.000;10.000;64.000;100.000;58.000;0.186;0.038;14;9693;58;100;29;12
58770;Pihlajalahti;58770;0.000;98.500;1.048;77.900;3.639;2.000;0.000;6.983;0.000;4.890;5.000;0.429;0.190;0.325;0.113;0.563;207.317;85.181;4.700;-8.240;0.523;0.858;0.000;0.000;98.500;36.300;0.000;0.000;52.000;0.324;52.773;5.169;0.000;3.347;0.300;10.291;0.054;0.052;15.000;13.000;54.000;81.000;50.000;0.157;0.026;15;11046;50;81;28;8
58810;Kallislahti;58810;0.000;88.200;2.139;75.127;3.591;7.000;0.000;3.884;1.474;5.011;8.000;0.234;0.600;0.292;0.339;0.369;146.170;98.953;4.914;-11.690;0.591;1.395;0.000;0.000;88.200;17.920;94.590;45.130;55.000;0.422;19.262;5.224;1.474;3.374;0.539;10.127;0.065;0.067;16.000;17.000;50.000;68.000;48.000;0.147;0.028;16;14757;48;68;20;8
58830;Parkum?ki;58830;0.000;87.300;1.733;70.386;3.548;6.000;0.000;7.629;0.289;5.280;7.000;0.521;0.670;0.250;0.141;0.609;139.836;101.753;5.299;-11.860;0.644;0.238;0.000;0.000;87.300;32.330;88.620;44.220;56.000;0.265;19.737;5.646;0.289;4.236;0.306;9.954;0.062;0.055;14.000;13.000;50.000;73.000;78.000;0.147;0.028;14;12452;78;73;25;9
58850;Hiltula;58850;0.000;75.460;0.776;70.722;3.512;6.000;0.000;5.340;1.474;0.936;5.000;0.333;0.670;0.303;0.242;0.455;138.254;112.026;2.141;-23.260;0.846;0.531;0.000;0.000;75.460;36.420;86.930;32.390;22.000;0.321;9.987;1.134;1.474;3.808;0.284;8.005;0.023;0.022;15.000;14.000;61.000;74.000;51.000;0.039;0.011;15;12410;51;74;23;15
58900;Rantasalmi Keskus;58900;0.000;81.560;3.823;66.570;3.501;7.000;0.000;2.079;0.617;1.120;7.000;0.124;1.640;0.373;0.278;0.349;119.511;82.458;1.635;-8.990;0.436;0.000;0.000;0.000;81.560;44.050;67.630;38.760;894.000;0.350;51.794;1.163;0.617;3.813;1.009;7.129;0.432;0.413;15.000;12.000;60.000;50.000;49.000;1.606;0.454;15;12711;49;50;36;10
58910;Rantasalmi Asemanseutu;58910;0.000;81.630;4.661;61.010;3.481;5.000;0.000;1.068;3.663;0.843;6.000;0.486;5.000;0.444;0.178;0.378;130.130;87.779;1.444;-7.270;3.600;2.857;0.000;0.000;81.630;39.880;72.620;38.560;90.000;0.365;3.143;0.925;3.663;3.553;0.312;6.267;0.040;0.070;27.000;9.000;42.000;43.000;34.000;0.157;0.046;27;12442;34;43;24;9
58920;Kolkontaipale;58920;0.000;70.340;1.116;63.511;3.432;5.000;0.000;9.541;0.288;2.149;9.000;0.802;0.560;0.172;0.121;0.707;114.725;104.157;2.575;-20.460;0.711;0.000;0.000;0.000;70.340;40.050;63.630;31.990;75.000;0.226;19.381;2.093;0.288;5.126;0.042;7.058;0.081;0.100;19.000;12.000;47.000;87.000;70.000;0.225;0.038;19;11750;70;87;29;2
58940;Tuusm?ki;58940;0.000;63.920;1.212;64.069;3.393;1.000;0.000;9.174;0.000;2.346;8.000;0.743;0.870;0.100;0.090;0.810;119.000;104.024;2.732;-11.750;0.659;0.143;0.000;0.000;63.920;47.000;66.540;24.320;78.000;0.102;22.456;2.374;0.000;5.907;0.180;6.684;0.052;0.017;5.000;15.000;39.000;124.000;82.000;0.157;0.040;5;11304;82;124;23;7
59800;Kes?lahti Keskus;59800;0.000;92.140;1.905;65.683;3.382;6.000;0.000;1.327;1.351;3.260;7.000;0.134;1.830;0.422;0.263;0.315;90.255;88.566;1.392;-25.050;0.555;0.381;0.000;0.000;92.140;66.580;34.860;71.750;700.000;0.073;38.824;0.818;1.351;2.300;0.686;5.918;0.308;0.431;22.000;12.000;57.000;55.000;34.000;1.215;0.355;22;11908;34;55;33;9
70100;Kuopio Keskus;70100;0.000;8.530;0.146;56.295;3.456;20.000;4.000;0.240;0.505;14.298;21.000;0.095;471.700;0.432;0.545;0.024;3.032;86.393;18.778;12.910;0.177;0.000;0.000;0.000;8.530;25.810;59.380;53.590;9434.000;0.880;63.933;22.282;0.505;5.256;1.253;14.543;1.886;1.394;11.000;19.000;60.000;55.000;35.000;9.443;4.789;11;15954;35;55;33;6
70110;Kuopio Torialue;70110;1.000;4.600;0.000;5.502;3.462;16.000;1.000;0.111;0.085;14.419;33.000;0.133;3834.000;0.364;0.624;0.011;3.429;103.682;18.949;38.700;0.000;0.000;0.000;1.000;4.600;24.330;55.450;49.740;3834.000;0.882;4.428;22.239;0.085;5.522;1.444;14.487;0.599;0.510;13.000;27.000;61.000;42.000;25.000;4.065;1.946;13;12978;25;42;45;4
70150;Neulam?ki;70150;1.000;3.620;0.173;66.369;3.410;13.000;1.000;0.042;1.141;14.353;25.000;0.152;63.700;0.600;0.386;0.014;7.802;100.717;18.671;-9.470;0.138;10.342;0.000;1.000;3.620;27.700;54.170;48.320;1274.000;0.862;42.112;22.035;1.141;4.974;0.888;14.609;1.253;1.252;15.000;38.000;21.000;28.000;29.000;1.646;0.647;15;14816;29;28;35;4
70200;Puijonlaakso;70200;1.000;4.020;0.300;27.629;3.462;21.000;3.000;0.076;0.039;14.405;22.000;0.272;327.000;0.519;0.454;0.028;5.624;117.151;18.912;0.760;0.750;1.622;0.000;1.000;4.020;25.590;54.570;48.720;981.000;0.875;17.657;22.227;0.039;5.413;1.503;14.498;1.077;0.625;9.000;24.000;49.000;38.000;26.000;0.960;0.498;9;16839;26;38;27;3
70240;Niuvaniemen Sairaala-alue;70240;1.000;5.410;0.000;15.025;3.462;9.000;0.000;0.000;0.000;14.353;23.000;0.944;562.000;0.400;0.500;0.100;7.189;84.790;18.671;2.000;0.125;0.000;0.000;1.000;5.410;26.980;55.960;50.110;562.000;0.868;46.847;22.035;0.000;4.974;1.560;14.609;0.043;0.020;7.000;29.000;22.000;20.000;14.000;0.020;0.285;7;24599;14;20;15;0
70260;Julkula;70260;1.000;9.740;0.591;73.360;3.441;21.000;1.000;0.023;0.059;14.383;10.000;0.478;13.140;0.585;0.401;0.014;8.194;85.155;19.007;2.940;0.210;0.515;0.000;1.000;9.740;21.680;60.520;51.970;460.000;0.905;70.659;22.108;0.059;5.831;1.407;14.476;0.584;0.309;8.000;15.000;30.000;43.000;49.000;0.695;0.234;8;22545;49;43;8;5
70280;L?nsi-Puijo;70280;1.000;6.480;0.000;64.943;3.464;17.000;1.000;0.000;0.148;14.377;13.000;0.134;48.670;0.569;0.425;0.006;6.678;155.729;18.868;-14.390;0.000;26.974;0.000;1.000;6.480;24.940;57.270;51.420;146.000;0.882;0.000;22.214;0.148;5.370;1.186;14.517;0.467;0.470;16.000;22.000;37.000;40.000;32.000;0.451;0.074;16;18419;32;40;24;5
70300;Linnanpelto;70300;1.000;4.940;0.000;19.020;3.462;32.000;0.000;0.000;0.793;14.375;11.000;0.145;327.000;0.528;0.453;0.019;2.951;103.757;18.842;-0.890;0.000;0.872;0.000;1.000;4.940;22.730;55.790;50.080;327.000;0.893;1.426;22.214;0.793;5.305;1.307;14.537;0.113;0.060;8.000;17.000;42.000;52.000;56.000;0.304;0.166;8;22363;56;52;20;10
70340;Inkil?nm?ki;70340;1.000;5.930;0.000;52.674;3.462;13.000;1.000;0.000;0.445;14.375;13.000;0.254;194.500;0.586;0.404;0.010;4.443;134.258;18.842;-5.850;0.000;38.217;0.000;1.000;5.930;22.300;56.510;50.660;389.000;0.898;0.063;22.214;0.445;5.305;1.368;14.537;0.592;0.590;15.000;18.000;45.000;44.000;33.000;0.754;0.197;15;15614;33;44;31;5
70400;Kettulanlahti;70400;1.000;7.610;0.097;22.146;3.469;20.000;0.000;0.076;0.747;14.281;4.000;0.223;70.500;0.512;0.464;0.024;4.509;88.643;18.728;0.580;0.364;0.789;0.000;1.000;7.610;21.510;58.250;51.800;282.000;0.905;54.609;22.176;0.747;5.408;1.018;14.538;0.142;0.087;10.000;11.000;43.000;79.000;59.000;0.686;0.143;10;20029;59;79;11;11
70420;P?iv?ranta;70420;1.000;8.610;0.488;47.181;3.471;14.000;1.000;0.033;0.958;14.235;10.000;0.154;64.850;0.591;0.403;0.006;6.396;89.030;18.746;-6.310;0.081;2.111;0.000;1.000;8.610;19.210;59.450;49.490;1297.000;0.923;53.164;22.024;0.958;5.386;0.945;14.542;0.495;0.373;12.000;17.000;37.000;47.000;41.000;1.293;0.658;12;18186;41;47;19;7
70460;Saarij?rvi;70460;1.000;6.870;0.083;25.982;3.466;9.000;1.000;0.005;2.060;14.320;14.000;0.230;201.200;0.604;0.378;0.018;2.935;85.577;19.109;-16.730;0.244;0.110;0.000;1.000;6.870;23.300;57.720;51.930;2012.000;0.893;69.946;22.421;2.060;5.988;0.813;14.377;0.878;1.011;18.000;18.000;46.000;33.000;31.000;1.949;1.021;18;16246;31;33;26;4
